Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
001040315,E14,00030992,Citizen Assist / Service Call,04/13/2000,04/13/2000,04/13/2000 11:25:55 PM,04/13/2000 11:26:25 PM,04/13/2000 11:26:40 PM,04/13/2000 11:29:54 PM,04/13/2000 11:32:01 PM,,,Other,04/13/2000 11:41:52 PM,4900 Block of FULTON ST,SF,94121,B07,14,7211,3,3,3,true,,1,ENGINE,1,7,1,Outer Richmond,"(37.7725995783809, -122.484732077289)",001040315-E14
001040316,RA38,00030993,Medical Incident,04/13/2000,04/13/2000,04/13/2000 11:29:00 PM,04/13/2000 11:29:54 PM,04/13/2000 11:30:54 PM,04/13/2000 11:33:50 PM,04/13/2000 11:39:32 PM,,,Other,04/13/2000 11:42:29 PM,1000 Block of COLUMBUS AVE,SF,94133,B01,28,1434,1,1,2,false,,1,AIRPORT,1,1,3,Russian Hill,"(37.8041048493106, -122.415794172423)",001040316-RA38
001040317,K439,00030994,Medical Incident,04/13/2000,04/13/2000,04/13/2000 11:35:35 PM,04/13/2000 11:36:12 PM,04/13/2000 11:37:16 PM,04/13/2000 11:37:32 PM,,04/13/2000 11:51:19 PM,04/14/2000 12:09:14 AM,Other,04/14/2000 12:09:18 AM,1700 Block of SUTTER ST,SF,94115,B04,38,3433,2,2,2,false,,1,PRIVATE,2,4,5,Pacific Heights,"(37.7866624954619, -122.429168215734)",001040317-K439
001040318,E17,00030995,Medical Incident,04/13/2000,04/13/2000,04/13/2000 11:37:09 PM,04/13/2000 11:38:17 PM,04/13/2000 11:38:34 PM,04/13/2000 11:40:04 PM,04/13/2000 11:42:11 PM,,,Other,04/14/2000 12:07:59 AM,100 Block of KISKA RD,SF,94124,B10,17,6636,3,3,3,false,,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7301576924252, -122.375989158092)",001040318-E17
001040319,M35,00030996,Medical Incident,04/13/2000,04/13/2000,04/13/2000 11:38:49 PM,04/13/2000 11:40:02 PM,04/13/2000 11:42:56 PM,04/13/2000 11:45:40 PM,,04/14/2000 12:06:42 AM,04/14/2000 12:17:33 AM,Other,04/14/2000 12:40:12 AM,900 Block of MARKET ST,SF,94103,B03,01,2248,2,2,2,false,,1,MEDIC,1,3,6,South of Market,"(37.7826911213472, -122.409536662692)",001040319-M35
001040320,E40,00030997,Citizen Assist / Service Call,04/13/2000,04/13/2000,04/13/2000 11:46:24 PM,04/13/2000 11:46:58 PM,04/13/2000 11:47:33 PM,04/13/2000 11:52:57 PM,04/13/2000 11:58:58 PM,,,Other,04/14/2000 12:10:43 AM,1900 Block of 12TH AVE,SF,94116,B08,40,7354,3,3,3,false,,1,ENGINE,1,8,7,Inner Sunset,"(37.7515138259444, -122.468747657073)",001040320-E40
001040321,RA36,00030998,Medical Incident,04/13/2000,04/13/2000,04/13/2000 11:52:13 PM,04/13/2000 11:52:41 PM,04/13/2000 11:53:13 PM,,04/13/2000 11:58:16 PM,04/14/2000 12:14:17 AM,04/14/2000 12:24:17 AM,Other,04/14/2000 12:43:26 AM,400 Block of FULTON ST,SF,94102,B02,36,3264,1,1,2,false,,1,AIRPORT,1,2,5,Western Addition,"(37.7784874810642, -122.425830802433)",001040321-RA36
001040322,E10,00030999,Structure Fire,04/13/2000,04/13/2000,04/13/2000 11:59:48 PM,04/13/2000 11:59:50 PM,04/14/2000 12:00:11 AM,04/14/2000 12:02:43 AM,04/14/2000 12:03:52 AM,,,Other,04/14/2000 12:12:51 AM,3700 Block of CALIFORNIA ST,SF,94118,B07,10,0449,3,3,3,false,,1,ENGINE,1,7,2,Presidio Heights,"(37.786210973675, -122.455468425157)",001040322-E10
001050001,RA32,00031000,Medical Incident,04/14/2000,04/13/2000,04/14/2000 12:02:46 AM,04/14/2000 12:05:30 AM,04/14/2000 12:06:22 AM,04/14/2000 12:09:07 AM,04/14/2000 12:13:27 AM,04/14/2000 12:37:25 AM,04/14/2000 12:44:38 AM,Other,04/14/2000 01:12:48 AM,0 Block of PERSIA AVE,SF,94112,B09,43,6121,1,1,2,false,,1,AIRPORT,1,9,11,Excelsior,"(37.7229939497296, -122.435557066402)",001050001-RA32
001050002,E02,00031001,Medical Incident,04/14/2000,04/13/2000,04/14/2000 12:13:04 AM,04/14/2000 12:15:43 AM,04/14/2000 12:15:57 AM,04/14/2000 12:17:31 AM,04/14/2000 12:20:57 AM,,,Other,04/14/2000 12:32:29 AM,200 Block of BEACH ST,SF,94133,B01,28,1344,3,3,3,false,,1,ENGINE,1,1,3,North Beach,"(37.8076407484143, -122.413163175978)",001050002-E02
001050003,E01,00031002,Medical Incident,04/14/2000,04/13/2000,04/14/2000 12:14:58 AM,04/14/2000 12:16:12 AM,04/14/2000 12:16:35 AM,04/14/2000 12:18:40 AM,04/14/2000 12:21:55 AM,,,Other,04/14/2000 12:22:33 AM,0 Block of TAYLOR ST,SF,94102,B03,01,1454,3,3,3,false,,1,ENGINE,2,3,6,Tenderloin,"(37.7825025590102, -122.41055128181)",001050003-E01
001050004,E03,00031003,Medical Incident,04/14/2000,04/13/2000,04/14/2000 12:29:10 AM,04/14/2000 12:30:56 AM,04/14/2000 12:31:04 AM,04/14/2000 12:32:11 AM,04/14/2000 12:35:51 AM,,,Other,04/14/2000 12:37:39 AM,700 Block of POLK ST,SF,94109,B02,03,3115,3,3,3,true,,1,ENGINE,2,2,6,Tenderloin,"(37.7833430636234, -122.419159190984)",001050004-E03
001050005,E17,00031004,Medical Incident,04/14/2000,04/13/2000,04/14/2000 12:27:46 AM,04/14/2000 12:31:31 AM,04/14/2000 12:31:43 AM,04/14/2000 12:33:18 AM,04/14/2000 12:34:45 AM,,,Other,04/14/2000 12:42:50 AM,0 Block of BALDWIN CT,SF,94124,B10,17,6574,3,3,3,false,,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7296123884626, -122.380730867231)",001050005-E17
001050006,RA13,00031005,Medical Incident,04/14/2000,04/13/2000,04/14/2000 12:36:15 AM,04/14/2000 12:36:20 AM,04/14/2000 12:37:03 AM,04/14/2000 12:39:21 AM,04/14/2000 12:46:58 AM,04/14/2000 01:32:09 AM,04/14/2000 01:40:27 AM,Other,04/14/2000 02:09:40 AM,200 Block of CHESTNUT ST,SF,94133,B01,28,1254,1,1,2,true,,1,AIRPORT,1,1,3,North Beach,"(37.8044102456887, -122.407535183574)",001050006-RA13
001050007,M35,00031006,Medical Incident,04/14/2000,04/13/2000,04/14/2000 12:37:55 AM,04/14/2000 12:39:01 AM,04/14/2000 12:39:49 AM,04/14/2000 12:47:52 AM,04/14/2000 12:48:59 AM,04/14/2000 01:02:00 AM,04/14/2000 01:02:04 AM,Other,04/14/2000 01:35:44 AM,MARIPOSA ST/POTRERO AV,SF,94110,B02,29,5243,1,1,2,false,,1,MEDIC,1,2,10,Potrero Hill,"(37.7631878027776, -122.407304848622)",001050007-M35
001050008,M15,00031007,Medical Incident,04/14/2000,04/13/2000,04/14/2000 12:52:50 AM,04/14/2000 12:54:39 AM,04/14/2000 12:54:55 AM,04/14/2000 12:59:17 AM,04/14/2000 01:01:52 AM,,,Patient Declined Transport,04/14/2000 01:17:38 AM,0 Block of VALERTON CT,SF,94112,B09,15,8274,3,3,3,true,,1,MEDIC,1,9,11,Outer Mission,"(37.722558001323, -122.439076456269)",001050008-M15
001050009,E15,00031008,Structure Fire,04/14/2000,04/13/2000,04/14/2000 12:55:55 AM,04/14/2000 12:56:30 AM,04/14/2000 12:56:57 AM,,,,,Other,04/14/2000 01:10:53 AM,500 Block of JOHN MUIR DR,SF,94132,B08,19,8714,3,3,3,false,,1,ENGINE,8,8,7,Lakeshore,"(37.714334813698, -122.492047871678)",001050009-E15
001050009,E18,00031008,Structure Fire,04/14/2000,04/13/2000,04/14/2000 12:55:55 AM,04/14/2000 12:56:30 AM,04/14/2000 12:56:57 AM,04/14/2000 12:58:52 AM,04/14/2000 01:02:49 AM,,,Other,04/14/2000 01:05:08 AM,500 Block of JOHN MUIR DR,SF,94132,B08,19,8714,3,3,3,false,,1,ENGINE,5,8,7,Lakeshore,"(37.714334813698, -122.492047871678)",001050009-E18
001050009,E19,00031008,Structure Fire,04/14/2000,04/13/2000,04/14/2000 12:55:55 AM,04/14/2000 12:56:30 AM,04/14/2000 12:56:57 AM,,04/14/2000 01:04:04 AM,,,Other,04/14/2000 02:07:37 AM,500 Block of JOHN MUIR DR,SF,94132,B08,19,8714,3,3,3,false,,1,ENGINE,6,8,7,Lakeshore,"(37.714334813698, -122.492047871678)",001050009-E19
001050009,RS2,00031008,Structure Fire,04/14/2000,04/13/2000,04/14/2000 12:55:55 AM,04/14/2000 12:56:30 AM,04/14/2000 12:56:57 AM,04/14/2000 12:58:57 AM,04/14/2000 01:02:49 AM,,,Other,04/14/2000 01:05:45 AM,500 Block of JOHN MUIR DR,SF,94132,B08,19,8714,3,3,3,false,,1,RESCUE SQUAD,4,8,7,Lakeshore,"(37.714334813698, -122.492047871678)",001050009-RS2
001050009,T18,00031008,Structure Fire,04/14/2000,04/13/2000,04/14/2000 12:55:55 AM,04/14/2000 12:56:30 AM,04/14/2000 12:56:57 AM,,04/14/2000 01:04:04 AM,,,Other,04/14/2000 01:05:45 AM,500 Block of JOHN MUIR DR,SF,94132,B08,19,8714,3,3,3,false,,1,TRUCK,7,8,7,Lakeshore,"(37.714334813698, -122.492047871678)",001050009-T18
001050011,M43,00031010,Medical Incident,04/14/2000,04/13/2000,04/14/2000 01:09:17 AM,04/14/2000 01:09:50 AM,04/14/2000 01:10:18 AM,04/14/2000 01:14:04 AM,,04/14/2000 01:26:08 AM,,Other,04/14/2000 01:49:49 AM,100 Block of NORTHRIDGE RD,SF,94124,B10,17,6633,3,3,3,true,,1,MEDIC,3,10,10,Bayview Hunters Point,"(37.7312838053833, -122.378204872935)",001050011-M43
001050016,E25,00031014,Structure Fire,04/14/2000,04/13/2000,04/14/2000 01:29:50 AM,04/14/2000 01:30:28 AM,04/14/2000 01:30:49 AM,04/14/2000 01:31:28 AM,04/14/2000 01:34:10 AM,,,Other,04/14/2000 01:59:13 AM,25TH ST/MINNESOTA ST,SF,94107,B10,25,2611,3,3,3,false,,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7527207422938, -122.389729644539)",001050016-E25
001050018,RA36,00031016,Medical Incident,04/14/2000,04/13/2000,04/14/2000 01:39:40 AM,04/14/2000 01:41:52 AM,04/14/2000 01:44:15 AM,,04/14/2000 01:48:58 AM,,,Gone on Arrival,04/14/2000 01:52:11 AM,MARKET ST/NOE ST,SF,94114,B05,06,5231,1,1,2,false,,1,AIRPORT,1,5,8,Castro/Upper Market,"(37.7641957141157, -122.433074471117)",001050018-RA36
001050019,M15,00031015,Medical Incident,04/14/2000,04/13/2000,04/14/2000 01:40:19 AM,04/14/2000 01:42:09 AM,04/14/2000 01:42:50 AM,,04/14/2000 01:48:07 AM,04/14/2000 02:12:18 AM,04/14/2000 02:21:42 AM,Other,04/14/2000 02:52:09 AM,100 Block of SADOWA ST,SF,94112,B09,33,8371,3,3,3,true,,1,MEDIC,2,9,11,Oceanview/Merced/Ingleside,"(37.7123626229046, -122.457530975594)",001050019-M15
001050020,M14,00031017,Medical Incident,04/14/2000,04/13/2000,04/14/2000 01:42:29 AM,04/14/2000 01:43:00 AM,04/14/2000 01:45:06 AM,04/14/2000 01:49:11 AM,,,,Other,04/14/2000 02:04:03 AM,20TH AV/GEARY BL,SF,94121,B07,14,7172,1,1,2,true,,1,MEDIC,1,7,1,Outer Richmond,"(37.780334689944, -122.479382974071)",001050020-M14
001050021,RA08,00031018,Medical Incident,04/14/2000,04/13/2000,04/14/2000 01:47:08 AM,04/14/2000 01:49:56 AM,04/14/2000 01:50:35 AM,04/14/2000 01:52:24 AM,04/14/2000 01:59:42 AM,04/14/2000 02:14:40 AM,04/14/2000 02:23:50 AM,Other,04/14/2000 02:45:39 AM,5TH ST/MARKET ST,SF,94103,B03,01,1364,1,1,2,false,,1,AIRPORT,1,3,6,South of Market,"(37.7839914857614, -122.408066547804)",001050021-RA08
001050023,RA36,00031020,Medical Incident,04/14/2000,04/13/2000,04/14/2000 02:04:35 AM,04/14/2000 02:05:26 AM,04/14/2000 02:06:17 AM,04/14/2000 02:08:34 AM,04/14/2000 02:10:49 AM,,,Other,04/14/2000 02:38:54 AM,1100 Block of MARKET ST,SF,94102,B02,27,1551,1,1,2,false,,1,AIRPORT,1,2,6,Tenderloin,"(37.7796660426062, -122.41371122073)",001050023-RA36
001050024,M05,00031021,Medical Incident,04/14/2000,04/13/2000,04/14/2000 02:09:12 AM,04/14/2000 02:12:34 AM,04/14/2000 02:16:07 AM,,04/14/2000 02:40:51 AM,,,Other,04/14/2000 03:03:18 AM,200 Block of 6TH ST,SF,94103,B03,01,2252,2,2,2,false,,1,MEDIC,1,3,6,South of Market,"(37.7791674218963, -122.406346425632)",001050024-M05
001050026,M03,00031023,Medical Incident,04/14/2000,04/13/2000,04/14/2000 02:15:58 AM,04/14/2000 02:18:02 AM,04/14/2000 02:18:37 AM,04/14/2000 02:22:19 AM,04/14/2000 02:25:06 AM,04/14/2000 02:42:22 AM,04/14/2000 02:46:36 AM,Other,04/14/2000 03:08:33 AM,700 Block of ELLIS ST,SF,94109,B02,03,3115,3,3,3,false,,1,MEDIC,2,2,6,Tenderloin,"(37.7840781681969, -122.41852472124)",001050026-M03
001050027,E05,00031024,Medical Incident,04/14/2000,04/13/2000,04/14/2000 02:30:47 AM,04/14/2000 02:31:44 AM,04/14/2000 02:33:02 AM,04/14/2000 02:36:11 AM,04/14/2000 02:38:04 AM,,,Other,04/14/2000 02:51:34 AM,800 Block of FELL ST,SF,94117,B05,05,3532,3,3,3,false,,1,ENGINE,1,5,5,Hayes Valley,"(37.7748519703665, -122.431841130973)",001050027-E05
001050028,E14,00031026,Alarms,04/14/2000,04/13/2000,04/14/2000 02:32:09 AM,04/14/2000 02:32:33 AM,04/14/2000 02:34:11 AM,04/14/2000 02:36:50 AM,04/14/2000 02:38:02 AM,,,Other,04/14/2000 02:52:51 AM,2200 Block of BALBOA ST,SF,94121,B07,14,7212,3,3,3,true,,1,ENGINE,1,7,1,Outer Richmond,"(37.7763206100969, -122.482850314495)",001050028-E14
001050029,M01,00031025,Medical Incident,04/14/2000,04/13/2000,04/14/2000 02:32:32 AM,04/14/2000 02:33:11 AM,04/14/2000 02:33:30 AM,04/14/2000 02:35:41 AM,04/14/2000 02:37:58 AM,04/14/2000 02:54:39 AM,04/14/2000 03:03:02 AM,Other,04/14/2000 03:27:47 AM,100 Block of ELLIS ST,SF,94102,B03,01,1366,3,3,3,true,,1,MEDIC,1,3,6,Tenderloin,"(37.7853898217787, -122.409093228545)",001050029-M01
001050030,M07,00031027,Medical Incident,04/14/2000,04/13/2000,04/14/2000 02:47:19 AM,04/14/2000 02:48:15 AM,04/14/2000 02:48:42 AM,04/14/2000 02:51:49 AM,04/14/2000 02:52:59 AM,04/14/2000 03:30:07 AM,04/14/2000 03:32:50 AM,Other,04/14/2000 04:00:11 AM,800 Block of POTRERO AVE,SF,94110,B10,07,0255,3,3,3,true,,1,MEDIC,1,10,10,Potrero Hill,"(37.7585719666446, -122.406726045013)",001050030-M07
001050031,RS2,00031028,Medical Incident,04/14/2000,04/13/2000,04/14/2000 03:06:08 AM,04/14/2000 03:06:57 AM,04/14/2000 03:07:11 AM,04/14/2000 03:09:04 AM,,,,Other,04/14/2000 03:10:01 AM,2100 Block of MISSION ST,SF,94110,B02,07,5423,3,3,3,false,,1,RESCUE SQUAD,3,2,9,Mission,"(37.7628776667056, -122.419528998826)",001050031-RS2
001050033,E01,00031030,Alarms,04/14/2000,04/13/2000,04/14/2000 03:33:38 AM,04/14/2000 03:34:53 AM,04/14/2000 03:35:03 AM,04/14/2000 03:39:15 AM,04/14/2000 03:39:18 AM,,,Other,04/14/2000 03:52:37 AM,200 Block of SHIPLEY ST,SF,94107,B03,01,2244,3,3,3,false,,1,ENGINE,1,3,6,South of Market,"(37.779377841254, -122.403313163388)",001050033-E01
001050034,B02,00031031,Alarms,04/14/2000,04/13/2000,04/14/2000 03:46:07 AM,04/14/2000 03:46:16 AM,04/14/2000 03:46:46 AM,04/14/2000 03:48:52 AM,04/14/2000 03:50:59 AM,,,Other,04/14/2000 03:57:49 AM,800 Block of EDDY ST,SF,94109,B02,03,3163,3,3,3,false,,1,CHIEF,3,2,5,Western Addition,"(37.7828439870217, -122.421651290681)",001050034-B02
001050034,E03,00031031,Alarms,04/14/2000,04/13/2000,04/14/2000 03:46:07 AM,04/14/2000 03:46:16 AM,04/14/2000 03:46:46 AM,04/14/2000 03:48:41 AM,04/14/2000 03:50:08 AM,,,Other,04/14/2000 03:58:46 AM,800 Block of EDDY ST,SF,94109,B02,03,3163,3,3,3,true,,1,ENGINE,2,2,5,Western Addition,"(37.7828439870217, -122.421651290681)",001050034-E03
001050035,E36,00031032,Medical Incident,04/14/2000,04/13/2000,04/14/2000 03:48:18 AM,04/14/2000 03:48:34 AM,04/14/2000 03:49:02 AM,04/14/2000 03:51:27 AM,04/14/2000 03:54:43 AM,04/14/2000 04:04:47 AM,,Other,04/14/2000 04:20:00 AM,1400 Block of HOWARD ST,SF,94103,B02,36,5114,3,3,3,false,,1,ENGINE,1,2,6,South of Market,"(37.7735330211533, -122.414915739142)",001050035-E36
001050037,E06,00031034,Medical Incident,04/14/2000,04/13/2000,04/14/2000 05:10:30 AM,04/14/2000 05:11:31 AM,04/14/2000 05:11:58 AM,04/14/2000 05:14:38 AM,04/14/2000 05:18:24 AM,,,Other,04/14/2000 05:24:00 AM,CENTRAL AV/HAIGHT ST,SF,94117,B05,21,4466,3,3,3,false,,1,ENGINE,1,5,5,Haight Ashbury,"(37.7704263698292, -122.443649086138)",001050037-E06
001050038,RA36,00031035,Medical Incident,04/14/2000,04/13/2000,04/14/2000 05:21:03 AM,04/14/2000 05:23:19 AM,04/14/2000 05:24:06 AM,04/14/2000 05:28:17 AM,04/14/2000 05:31:30 AM,04/14/2000 05:33:18 AM,04/14/2000 05:37:35 AM,Other,04/14/2000 05:50:40 AM,200 Block of HYDE ST,SF,94102,B02,03,1554,1,1,2,false,,1,AIRPORT,1,2,6,Tenderloin,"(37.7830590618212, -122.41571987823)",001050038-RA36
001050039,M10,00031036,Medical Incident,04/14/2000,04/13/2000,04/14/2000 05:27:09 AM,04/14/2000 05:27:15 AM,04/14/2000 05:27:35 AM,04/14/2000 05:29:42 AM,04/14/2000 05:35:36 AM,04/14/2000 05:47:43 AM,04/14/2000 06:01:40 AM,Other,04/14/2000 06:39:06 AM,0 Block of LUPINE AVE,SF,94118,B05,10,4371,2,2,2,true,,1,MEDIC,1,5,2,Presidio Heights,"(37.7838937435784, -122.447886060128)",001050039-M10
001050040,M07,00031037,Medical Incident,04/14/2000,04/13/2000,04/14/2000 05:32:10 AM,04/14/2000 05:34:47 AM,04/14/2000 05:35:09 AM,04/14/2000 05:36:49 AM,04/14/2000 05:46:00 AM,04/14/2000 06:11:08 AM,04/14/2000 06:19:53 AM,Other,04/14/2000 05:45:22 AM,0 Block of WOODWARD ST,SF,94103,B02,36,5215,3,3,3,true,,1,MEDIC,2,2,9,Mission,"(37.7690757517644, -122.420788636046)",001050040-M07
001050043,E21,00031040,Medical Incident,04/14/2000,04/13/2000,04/14/2000 05:49:33 AM,04/14/2000 05:49:51 AM,04/14/2000 05:50:07 AM,,,,,Other,04/14/2000 06:15:15 AM,500 Block of HAIGHT ST,SF,94117,B05,06,3633,3,3,3,true,,1,ENGINE,3,5,5,Hayes Valley,"(37.7719485300389, -122.431252160017)",001050043-E21
001050044,M43,00031041,Medical Incident,04/14/2000,04/13/2000,04/14/2000 05:49:10 AM,04/14/2000 05:50:44 AM,04/14/2000 05:51:05 AM,04/14/2000 05:54:10 AM,,04/14/2000 06:11:15 AM,04/14/2000 06:24:28 AM,Other,04/14/2000 06:51:30 AM,0 Block of MADISON ST,SF,94134,B09,43,6146,3,3,3,true,,1,MEDIC,3,9,9,Excelsior,"(37.7280368908218, -122.423364893096)",001050044-M43
001050045,M01,00031042,Medical Incident,04/14/2000,04/13/2000,04/14/2000 05:50:18 AM,04/14/2000 05:51:50 AM,04/14/2000 05:52:28 AM,04/14/2000 05:55:05 AM,04/14/2000 05:57:45 AM,04/14/2000 06:21:00 AM,04/14/2000 06:25:20 AM,Other,04/14/2000 07:27:39 AM,0 Block of TURK ST,SF,94102,B03,01,1365,3,3,3,true,,1,MEDIC,1,3,6,Tenderloin,"(37.7833862379382, -122.409853729941)",001050045-M01
001050046,E39,00031043,Medical Incident,04/14/2000,04/13/2000,04/14/2000 05:54:54 AM,04/14/2000 05:54:57 AM,04/14/2000 05:55:24 AM,04/14/2000 05:57:19 AM,04/14/2000 06:00:22 AM,,,Other,04/14/2000 06:12:43 AM,200 Block of WOODSIDE AVE,SF,94131,B08,39,8645,3,3,3,true,,1,ENGINE,1,8,7,Twin Peaks,"(37.7459562953856, -122.454239907613)",001050046-E39
001050046,M12,00031043,Medical Incident,04/14/2000,04/13/2000,04/14/2000 05:54:54 AM,04/14/2000 05:54:57 AM,04/14/2000 05:55:24 AM,04/14/2000 05:56:15 AM,04/14/2000 06:02:34 AM,04/14/2000 06:24:59 AM,04/14/2000 06:32:28 AM,Other,04/14/2000 06:54:48 AM,200 Block of WOODSIDE AVE,SF,94131,B08,39,8645,3,3,3,true,,1,MEDIC,2,8,7,Twin Peaks,"(37.7459562953856, -122.454239907613)",001050046-M12
001050047,E35,00031044,Alarms,04/14/2000,04/13/2000,04/14/2000 05:58:33 AM,04/14/2000 05:59:04 AM,04/14/2000 05:59:26 AM,04/14/2000 06:01:44 AM,04/14/2000 06:03:58 AM,,,Other,04/14/2000 06:06:28 AM,100 Block of SPEAR ST,SF,94105,B03,35,2114,3,3,3,true,,1,ENGINE,1,3,6,Financial District/South Beach,"(37.7918853862733, -122.393341223517)",001050047-E35
001050048,E03,00031045,Medical Incident,04/14/2000,04/13/2000,04/14/2000 06:23:06 AM,04/14/2000 06:24:06 AM,04/14/2000 06:24:25 AM,04/14/2000 06:26:28 AM,,,,Other,04/14/2000 06:27:02 AM,1000 Block of POLK ST,SF,94109,B04,03,3121,3,3,3,true,,1,ENGINE,2,4,6,Tenderloin,"(37.7861172118379, -122.419854245692)",001050048-E03
001050050,M14,00031047,Medical Incident,04/14/2000,04/13/2000,04/14/2000 06:26:53 AM,04/14/2000 06:29:43 AM,04/14/2000 06:30:16 AM,04/14/2000 06:36:24 AM,,04/14/2000 06:51:15 AM,04/14/2000 07:11:51 AM,Other,04/14/2000 07:37:28 AM,1200 Block of ANZA ST,SF,94118,B07,31,7117,3,3,3,true,,1,MEDIC,3,7,1,Inner Richmond,"(37.7792655353046, -122.461470718043)",001050050-M14
001050051,E17,00031048,Medical Incident,04/14/2000,04/13/2000,04/14/2000 06:37:31 AM,04/14/2000 06:38:59 AM,04/14/2000 06:39:18 AM,04/14/2000 06:41:26 AM,04/14/2000 06:43:26 AM,,,Other,04/14/2000 06:56:22 AM,1400 Block of OAKDALE AVE,SF,94124,B10,17,6534,3,3,3,false,,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.732955634816, -122.387590806117)",001050051-E17
001050051,M17,00031048,Medical Incident,04/14/2000,04/13/2000,04/14/2000 06:37:31 AM,04/14/2000 06:38:59 AM,04/14/2000 06:39:18 AM,04/14/2000 06:42:01 AM,04/14/2000 06:44:15 AM,04/14/2000 06:57:32 AM,04/14/2000 07:16:34 AM,Other,04/14/2000 07:34:31 AM,1400 Block of OAKDALE AVE,SF,94124,B10,17,6534,3,3,3,true,,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.732955634816, -122.387590806117)",001050051-M17
001050052,M03,00031049,Medical Incident,04/14/2000,04/13/2000,04/14/2000 06:39:05 AM,04/14/2000 06:41:55 AM,04/14/2000 06:44:32 AM,04/14/2000 06:47:30 AM,04/14/2000 06:52:13 AM,,,Other,04/14/2000 07:28:02 AM,7TH ST/MARKET ST,SF,94103,B03,01,1455,2,2,2,true,,1,MEDIC,1,2,6,South of Market,"(37.7804785121736, -122.412512257219)",001050052-M03
001050053,M41,00031051,Medical Incident,04/14/2000,04/13/2000,04/14/2000 06:43:13 AM,04/14/2000 06:46:24 AM,04/14/2000 06:49:41 AM,04/14/2000 06:52:24 AM,04/14/2000 07:00:08 AM,04/14/2000 07:09:24 AM,04/14/2000 07:48:12 AM,Other,04/14/2000 07:55:48 AM,900 Block of GEARY ST,SF,94109,B04,03,3116,1,1,2,true,,1,MEDIC,1,4,6,Tenderloin,"(37.7859427265455, -122.418902557609)",001050053-M41
001050054,E10,00031050,Vehicle Fire,04/14/2000,04/13/2000,04/14/2000 06:47:55 AM,04/14/2000 06:48:09 AM,04/14/2000 06:48:26 AM,04/14/2000 06:50:17 AM,04/14/2000 06:52:39 AM,,,Other,04/14/2000 06:59:32 AM,4TH AV/CALIFORNIA ST,SF,94118,B07,31,7125,3,3,3,false,,1,ENGINE,1,7,2,Inner Richmond,"(37.7852661262191, -122.462441443062)",001050054-E10
001050055,E05,00031052,Medical Incident,04/14/2000,04/13/2000,04/14/2000 06:52:42 AM,04/14/2000 06:53:45 AM,04/14/2000 06:54:05 AM,,04/14/2000 06:57:27 AM,,,Other,04/14/2000 07:02:21 AM,1200 Block of TURK ST,SF,94115,B02,05,3426,3,3,3,false,,1,ENGINE,2,2,5,Western Addition,"(37.7808662105665, -122.428803238005)",001050055-E05
001050056,E12,00031053,Medical Incident,04/14/2000,04/13/2000,04/14/2000 07:04:29 AM,04/14/2000 07:05:52 AM,04/14/2000 07:06:09 AM,04/14/2000 07:08:05 AM,04/14/2000 07:11:02 AM,,,Other,04/14/2000 07:15:43 AM,1600 Block of HAIGHT ST,SF,94117,B05,12,4525,3,3,3,false,,1,ENGINE,1,5,5,Haight Ashbury,"(37.7697840925361, -122.449122960735)",001050056-E12
001050057,E43,00031054,Medical Incident,04/14/2000,04/13/2000,04/14/2000 07:09:56 AM,04/14/2000 07:10:03 AM,04/14/2000 07:10:22 AM,04/14/2000 07:11:54 AM,04/14/2000 07:14:01 AM,,,Other,04/14/2000 07:20:05 AM,500 Block of PARIS ST,SF,94112,B09,43,6126,3,3,3,false,,1,ENGINE,1,9,11,Excelsior,"(37.7200761434043, -122.43622989419)",001050057-E43
001050057,M43,00031054,Medical Incident,04/14/2000,04/13/2000,04/14/2000 07:09:56 AM,04/14/2000 07:10:03 AM,04/14/2000 07:10:22 AM,,04/14/2000 07:15:21 AM,,,Patient Declined Transport,04/14/2000 07:40:05 AM,500 Block of PARIS ST,SF,94112,B09,43,6126,3,3,3,true,,1,MEDIC,2,9,11,Excelsior,"(37.7200761434043, -122.43622989419)",001050057-M43
001050058,E09,00031055,Medical Incident,04/14/2000,04/13/2000,04/14/2000 07:09:48 AM,04/14/2000 07:12:58 AM,04/14/2000 07:13:32 AM,04/14/2000 07:15:01 AM,04/14/2000 07:17:01 AM,,,Other,04/14/2000 07:28:16 AM,2400 Block of 24TH ST,SF,94110,B10,09,2562,3,3,3,true,,1,ENGINE,1,10,10,Mission,"(37.7530951176845, -122.403879225833)",001050058-E09
