Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
092690075,E10,09080113,Medical Incident,09/26/2009,09/25/2009,09/26/2009 06:24:50 AM,09/26/2009 06:25:43 AM,09/26/2009 06:26:13 AM,09/26/2009 06:27:35 AM,09/26/2009 06:29:31 AM,,,Other,09/26/2009 06:45:32 AM,2100 Block of POST ST,SF,94115,B04,10,4131,3,3,3,true,,1,ENGINE,1,4,5,Japantown,"(37.7846877609559, -122.437204719428)",092690075-E10
060520139,E23,06014443,Medical Incident,02/21/2006,02/21/2006,02/21/2006 09:34:25 AM,02/21/2006 09:35:42 AM,02/21/2006 09:35:48 AM,02/21/2006 09:39:33 AM,,,,Other,02/21/2006 09:40:13 AM,1700 Block of 42ND AVE,SF,94122,B08,23,7651,3,3,3,false,,1,ENGINE,3,8,4,Sunset/Parkside,"(37.7540813159009, -122.501114509461)",060520139-E23
130880279,T05,13029447,Alarms,03/29/2013,03/29/2013,03/29/2013 03:48:31 PM,03/29/2013 03:50:00 PM,03/29/2013 03:50:37 PM,03/29/2013 03:51:48 PM,03/29/2013 03:54:30 PM,,,Other,03/29/2013 04:06:26 PM,1700 Block of MCALLISTER ST,SF,94115,B05,21,4254,3,3,3,false,Alarm,1,TRUCK,2,5,5,Western Addition,"(37.7775342405103, -122.44086368266)",130880279-T05
132850085,55,13096871,Medical Incident,10/12/2013,10/11/2013,10/12/2013 07:42:25 AM,10/12/2013 07:42:56 AM,10/12/2013 07:43:13 AM,10/12/2013 07:43:20 AM,10/12/2013 07:46:26 AM,10/12/2013 08:03:21 AM,10/12/2013 08:10:24 AM,Code 2 Transport,10/12/2013 08:29:03 AM,1000 Block of POLK ST,SF,94109,B04,03,3121,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,4,6,Tenderloin,"(37.7861172118379, -122.419854245692)",132850085-55
090320162,RS1,09009544,Medical Incident,02/01/2009,02/01/2009,02/01/2009 10:52:57 AM,02/01/2009 10:55:20 AM,02/01/2009 10:56:03 AM,02/01/2009 10:57:04 AM,,,,Other,02/01/2009 10:59:45 AM,200 Block of TAYLOR ST,SF,94102,B03,01,1453,3,3,3,false,,1,RESCUE SQUAD,3,3,6,Tenderloin,"(37.7846164800251, -122.410977371386)",090320162-RS1
053630274,M29,05098810,Medical Incident,12/29/2005,12/29/2005,12/29/2005 04:00:49 PM,12/29/2005 04:01:19 PM,12/29/2005 04:02:13 PM,12/29/2005 04:03:21 PM,12/29/2005 04:06:08 PM,12/29/2005 04:20:02 PM,,Code 2 Transport,12/29/2005 04:48:03 PM,800 Block of BRYANT ST,SF,94103,B03,08,2255,3,3,3,true,,1,MEDIC,1,3,6,South of Market,"(37.775420706711, -122.403404791479)",053630274-M29
153121734,KM05,15119938,Medical Incident,11/08/2015,11/08/2015,11/08/2015 01:34:38 PM,11/08/2015 01:39:13 PM,11/08/2015 01:39:32 PM,11/08/2015 01:43:07 PM,11/08/2015 01:51:36 PM,11/08/2015 01:51:39 PM,11/08/2015 02:21:35 PM,Code 3 Transport,11/08/2015 02:57:09 PM,BROADWAY/VAN NESS AV,San Francisco,94109,B04,41,3152,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,3,4,2,Russian Hill,"(37.7957371093016, -122.423413055255)",153121734-KM05
053370089,E13,05091045,Alarms,12/03/2005,12/03/2005,12/03/2005 08:32:03 AM,12/03/2005 08:33:15 AM,12/03/2005 08:33:25 AM,12/03/2005 08:35:29 AM,12/03/2005 08:36:39 AM,,,Other,12/03/2005 08:48:53 AM,400 Block of MARKET ST,SF,94105,B03,13,2143,3,3,3,true,,1,ENGINE,1,3,6,Financial District/South Beach,"(37.7912932514009, -122.398614610411)",053370089-E13
091200049,E13,09035417,Alarms,04/30/2009,04/29/2009,04/30/2009 07:37:40 AM,04/30/2009 07:39:57 AM,04/30/2009 07:40:14 AM,04/30/2009 07:41:54 AM,,,,Fire,04/30/2009 07:51:45 AM,200 Block of HARRISON ST,SF,94105,B03,35,2123,3,3,3,true,,1,ENGINE,2,3,6,Financial District/South Beach,"(37.7877559111274, -122.390700753864)",091200049-E13
022260136,E14,02067153,Other,08/14/2002,08/14/2002,08/14/2002 11:29:12 AM,08/14/2002 11:30:14 AM,08/14/2002 11:30:36 AM,08/14/2002 11:31:52 AM,08/14/2002 11:35:11 AM,,,Other,08/14/2002 11:38:40 AM,200 Block of 11TH AVE,SF,94118,B07,31,7141,3,3,3,false,,1,ENGINE,1,7,1,Inner Richmond,"(37.783634135396, -122.469908011173)",022260136-E14
001950255,RS2,00058526,Structure Fire,07/13/2000,07/13/2000,07/13/2000 07:42:53 PM,07/13/2000 07:43:05 PM,07/13/2000 07:43:13 PM,07/13/2000 07:45:51 PM,,,,Other,07/13/2000 07:54:42 PM,1300 Block of HAMPSHIRE ST,SF,94110,B06,09,5616,3,3,3,false,,1,RESCUE SQUAD,8,6,9,Mission,"(37.7505006429684, -122.407131211507)",001950255-RS2
133650104,AM06,13123881,Medical Incident,12/31/2013,12/31/2013,12/31/2013 09:18:17 AM,12/31/2013 09:19:44 AM,12/31/2013 09:19:52 AM,12/31/2013 09:20:28 AM,12/31/2013 09:28:41 AM,,,No Merit,12/31/2013 09:42:15 AM,1600 Block of MCKINNON AVE,SF,94124,B10,17,6515,2,2,2,false,Non Life-threatening,1,PRIVATE,2,10,10,Bayview Hunters Point,"(37.7366936828115, -122.390576988594)",133650104-AM06
143520238,E16,14125633,Medical Incident,12/18/2014,12/17/2014,12/18/2014 02:08:29 AM,12/18/2014 02:10:39 AM,12/18/2014 02:10:46 AM,12/18/2014 02:13:34 AM,12/18/2014 02:14:24 AM,,,No Merit,12/18/2014 02:24:24 AM,3500 Block of FILLMORE ST,San Francisco,94123,B04,16,3554,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,2,Marina,"(37.8016999534533, -122.436640433074)",143520238-E16
073400118,E43,07097593,Medical Incident,12/06/2007,12/06/2007,12/06/2007 08:54:01 AM,12/06/2007 08:54:01 AM,12/06/2007 08:54:39 AM,12/06/2007 08:56:17 AM,,,,Other,12/06/2007 09:01:00 AM,SADOWA ST/CAPITOL AV,SF,94112,B09,33,8371,3,3,3,true,,1,ENGINE,2,9,11,Oceanview/Merced/Ingleside,"(37.7122957374721, -122.459015119399)",073400118-E43
162152980,E29,16084969,Outside Fire,08/02/2016,08/02/2016,08/02/2016 06:37:47 PM,08/02/2016 06:38:10 PM,08/02/2016 06:38:19 PM,08/02/2016 06:39:41 PM,,,,Unable to Locate,08/02/2016 06:41:15 PM,700 Block of TOWNSEND ST,San Francisco,94103,B03,29,2326,3,3,3,true,Fire,1,ENGINE,1,3,10,Mission Bay,"(37.7698815515, -122.404103020306)",162152980-E29
032610213,M17,03074998,Medical Incident,09/18/2003,09/18/2003,09/18/2003 01:00:41 PM,09/18/2003 01:01:21 PM,09/18/2003 01:01:48 PM,09/18/2003 01:02:56 PM,09/18/2003 01:10:22 PM,09/18/2003 01:33:47 PM,09/18/2003 01:44:21 PM,Other,09/18/2003 02:21:22 PM,BAYSHORE BL/BLANKEN AV,SF,94134,B10,44,6271,2,2,2,true,,1,MEDIC,1,10,10,Bayview Hunters Point,"(37.7122508633321, -122.401914747165)",032610213-M17
152250207,T10,15085601,Alarms,08/13/2015,08/12/2015,08/13/2015 01:48:01 AM,08/13/2015 01:50:18 AM,08/13/2015 01:50:31 AM,08/13/2015 01:52:47 AM,08/13/2015 01:55:28 AM,,,Fire,08/13/2015 02:04:33 AM,400 Block of ARGUELLO BLVD,San Francisco,94118,B07,31,0711,3,3,3,false,Alarm,1,TRUCK,2,7,2,Presidio Heights,"(37.7822260108075, -122.458859437192)",152250207-T10
150813273,RC2,15031177,Medical Incident,03/22/2015,03/22/2015,03/22/2015 08:28:34 PM,03/22/2015 08:29:23 PM,03/22/2015 08:30:34 PM,03/22/2015 08:34:35 PM,03/22/2015 08:34:35 PM,,,Medical Examiner,03/22/2015 09:45:28 PM,700 Block of 28TH AVE,San Francisco,94121,B07,14,7225,E,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,2,7,1,Outer Richmond,"(37.7752258244298, -122.487532599346)",150813273-RC2
122770336,75,12091647,Medical Incident,10/03/2012,10/03/2012,10/03/2012 05:02:22 PM,10/03/2012 05:05:32 PM,10/03/2012 05:06:13 PM,,10/03/2012 05:19:18 PM,,,Code 3 Transport,10/03/2012 06:28:43 PM,900 Block of POTRERO AVE,SF,94110,B10,07,2553,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,10,10,Potrero Hill,"(37.7573076100175, -122.406619802694)",122770336-75
092920390,E03,09087980,Medical Incident,10/19/2009,10/19/2009,10/19/2009 06:31:06 PM,10/19/2009 06:31:26 PM,10/19/2009 06:32:06 PM,10/19/2009 06:33:31 PM,10/19/2009 06:35:47 PM,,,Other,10/19/2009 06:37:15 PM,1400 Block of SUTTER ST,SF,94109,B04,03,3223,3,3,3,true,,1,ENGINE,2,4,2,Western Addition,"(37.7871805642867, -122.424214337818)",092920390-E03
042800273,E29,04077434,Medical Incident,10/06/2004,10/06/2004,10/06/2004 03:50:21 PM,10/06/2004 03:50:50 PM,10/06/2004 03:51:02 PM,10/06/2004 03:52:19 PM,10/06/2004 03:54:42 PM,,,Other,10/06/2004 04:14:41 PM,2000 Block of MISSION ST,SF,94110,B02,A3,5236,3,3,3,true,,1,ENGINE,2,2,9,Mission,"(37.7642361189447, -122.419659842408)",042800273-E29
132460235,88,13083042,Medical Incident,09/03/2013,09/03/2013,09/03/2013 03:09:16 PM,09/03/2013 03:11:17 PM,09/03/2013 03:11:30 PM,09/03/2013 03:12:15 PM,09/03/2013 03:18:16 PM,09/03/2013 03:25:19 PM,09/03/2013 03:47:01 PM,Code 2 Transport,09/03/2013 04:27:45 PM,100 Block of BLUXOME ST,SF,94107,B03,08,2241,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Mission Bay,"(37.7751073810079, -122.399139377179)",132460235-88
101930110,E51,10060944,Medical Incident,07/12/2010,07/12/2010,07/12/2010 09:34:14 AM,07/12/2010 09:34:14 AM,07/12/2010 09:34:14 AM,07/12/2010 09:35:04 AM,07/12/2010 09:35:53 AM,,,Other,07/12/2010 10:05:21 AM,600 Block of MASON ST,PR,94108,B99,51,4613,2,2,2,false,,1,ENGINE,1,1,3,Nob Hill,"(37.7894750995942, -122.410406163763)",101930110-E51
052950031,E07,05079400,Medical Incident,10/22/2005,10/21/2005,10/22/2005 02:13:15 AM,10/22/2005 02:15:10 AM,10/22/2005 02:15:25 AM,10/22/2005 02:16:56 AM,10/22/2005 02:20:41 AM,,,Other,10/22/2005 02:23:45 AM,24TH ST/CAPP ST,SF,94110,B06,07,5511,3,3,3,true,,1,ENGINE,1,6,9,Mission,"(37.7523059787388, -122.417357818307)",052950031-E07
051160255,B02,05031096,Other,04/26/2005,04/26/2005,04/26/2005 03:45:14 PM,04/26/2005 03:45:15 PM,04/26/2005 03:45:15 PM,,,,,SFPD,04/26/2005 04:49:21 PM,FRANKLIN ST/OAK ST,SF,94102,B02,36,3266,3,3,3,false,,1,CHIEF,1,2,5,Hayes Valley,"(37.775232334473, -122.420959921668)",051160255-B02
080560046,86,08017367,Medical Incident,02/25/2008,02/24/2008,02/25/2008 04:13:06 AM,02/25/2008 04:14:38 AM,02/25/2008 04:14:49 AM,02/25/2008 04:15:34 AM,02/25/2008 04:17:24 AM,02/25/2008 04:26:53 AM,02/25/2008 04:45:25 AM,Code 2 Transport,02/25/2008 04:55:42 AM,0 Block of UNITED NATIONS PLZ,SF,94102,B02,01,1551,1,1,2,true,,1,MEDIC,1,2,6,Tenderloin,"(37.7799444052046, -122.414317857881)",080560046-86
023090078,B02,02091388,Structure Fire,11/05/2002,11/04/2002,11/05/2002 07:55:25 AM,11/05/2002 07:55:26 AM,11/05/2002 07:56:02 AM,11/05/2002 07:57:45 AM,,,,Other,11/05/2002 08:01:24 AM,500 Block of ELLIS ST,SF,94109,B02,03,1547,3,3,3,false,,1,CHIEF,3,2,6,Tenderloin,"(37.784585134714, -122.415436031905)",023090078-B02
180750910,E14,18031857,Medical Incident,03/16/2018,03/16/2018,03/16/2018 08:44:39 AM,03/16/2018 08:44:39 AM,03/16/2018 08:45:15 AM,03/16/2018 08:45:55 AM,03/16/2018 08:48:44 AM,,,Patient Declined Transport,03/16/2018 08:59:35 AM,200 Block of 24TH AVE,San Francisco,94121,B07,14,7174,A,3,3,true,Potentially Life-Threatening,1,ENGINE,1,7,1,Outer Richmond,"(37.78486605230635, -122.48393889949139)",180750910-E14
152860363,E01,15109714,Medical Incident,10/13/2015,10/12/2015,10/13/2015 03:55:08 AM,10/13/2015 03:55:34 AM,10/13/2015 03:56:16 AM,10/13/2015 03:57:34 AM,10/13/2015 04:00:12 AM,,,Code 2 Transport,10/13/2015 04:01:27 AM,0 Block of MASON ST,San Francisco,94102,B03,01,1365,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Tenderloin,"(37.7837892969292, -122.409266307301)",152860363-E01
161543906,E28,16060823,Medical Incident,06/02/2016,06/02/2016,06/02/2016 10:43:04 PM,06/02/2016 10:43:33 PM,06/02/2016 10:43:50 PM,06/02/2016 10:44:41 PM,06/02/2016 10:46:40 PM,,,Fire,06/02/2016 10:55:11 PM,1200 Block of THE EMBARCADERONORTH ST,San Francisco,94111,B01,28,1223,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,1,3,North Beach,"(37.8058647690396, -122.404725791063)",161543906-E28
081600369,93,08049340,Medical Incident,06/08/2008,06/08/2008,06/08/2008 08:26:13 PM,06/08/2008 08:26:51 PM,06/08/2008 08:27:24 PM,,06/08/2008 08:38:20 PM,06/08/2008 08:50:13 PM,06/08/2008 09:03:08 PM,Code 2 Transport,06/08/2008 09:18:14 PM,200 Block of MCALLISTER ST,SF,94102,B02,03,1553,3,3,3,true,,1,MEDIC,2,2,6,Tenderloin,"(37.7806168446664, -122.416562254293)",081600369-93
130710340,E01,13023827,Medical Incident,03/12/2013,03/12/2013,03/12/2013 08:33:25 PM,03/12/2013 08:33:48 PM,03/12/2013 08:34:14 PM,03/12/2013 08:34:41 PM,,,,Other,03/12/2013 08:35:34 PM,900 Block of LARKIN ST,SF,94109,B04,03,1641,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,4,6,Tenderloin,"(37.7863419196668, -122.418065082006)",130710340-E01
071240368,E09,07035695,Structure Fire,05/04/2007,05/04/2007,05/04/2007 08:41:43 PM,05/04/2007 08:41:43 PM,05/04/2007 08:41:52 PM,05/04/2007 08:42:56 PM,05/04/2007 08:44:58 PM,,,Other,05/04/2007 08:45:28 PM,3100 Block of CESAR CHAVEZ ST,SF,94110,B06,09,5622,3,3,3,false,,1,ENGINE,1,6,9,Mission,"(37.7483773808375, -122.412579951922)",071240368-E09
041330394,E09,04037904,Structure Fire,05/12/2004,05/12/2004,05/12/2004 09:28:09 PM,05/12/2004 09:28:52 PM,05/12/2004 09:30:19 PM,05/12/2004 09:31:29 PM,,,,Other,05/12/2004 09:35:45 PM,300 Block of GAVEN ST,SF,94134,B09,42,6367,3,3,3,false,,1,ENGINE,6,9,9,Portola,"(37.7323061102001, -122.412177293202)",041330394-E09
063340303,T14,06094192,Alarms,11/30/2006,11/30/2006,11/30/2006 06:38:14 PM,11/30/2006 06:39:34 PM,11/30/2006 06:39:50 PM,11/30/2006 06:41:36 PM,11/30/2006 06:44:08 PM,,,Other,11/30/2006 06:45:37 PM,200 Block of 11TH AVE,SF,94118,B07,31,7141,3,3,3,false,,1,TRUCK,3,7,1,Inner Richmond,"(37.783634135396, -122.469908011173)",063340303-T14
150310591,E23,15011865,Outside Fire,01/31/2015,01/30/2015,01/31/2015 05:49:41 AM,01/31/2015 05:50:31 AM,01/31/2015 05:50:52 AM,01/31/2015 05:53:43 AM,01/31/2015 05:54:42 AM,,,Fire,01/31/2015 06:03:57 AM,46TH AV/JUDAH ST,San Francisco,94122,B08,23,7721,3,3,3,false,Fire,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7604244274632, -122.505928109422)",150310591-E23
022250022,E41,02066822,Structure Fire,08/13/2002,08/12/2002,08/13/2002 02:29:36 AM,08/13/2002 02:30:31 AM,08/13/2002 02:30:39 AM,08/13/2002 02:32:16 AM,08/13/2002 02:33:49 AM,,,Other,08/13/2002 03:33:41 AM,1100 Block of BROADWAY,SF,94109,B01,41,1534,3,3,3,false,,1,ENGINE,1,1,3,Nob Hill,"(37.7967543439705, -122.416027111494)",022250022-E41
141130214,85,14038136,Medical Incident,04/23/2014,04/23/2014,04/23/2014 12:16:27 PM,04/23/2014 12:17:07 PM,04/23/2014 12:17:42 PM,04/23/2014 12:18:57 PM,04/23/2014 12:32:00 PM,,,Against Medical Advice,04/23/2014 01:17:05 PM,2600 Block of OCEAN AVE,SAN FRANCISCO,94132,B08,19,8452,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,8,7,West of Twin Peaks,"(37.7322402607435, -122.474614530281)",141130214-85
102100129,E28,10066138,Medical Incident,07/29/2010,07/29/2010,07/29/2010 11:31:01 AM,07/29/2010 11:31:51 AM,07/29/2010 11:32:02 AM,07/29/2010 11:32:21 AM,07/29/2010 11:36:14 AM,,,Other,07/29/2010 11:43:26 AM,1500 Block of STOCKTON ST,SF,94133,B01,28,1334,3,3,3,true,,1,ENGINE,1,1,3,North Beach,"(37.799975359605, -122.40903359976)",102100129-E28
042680072,T07,04074195,Other,09/24/2004,09/24/2004,09/24/2004 08:36:29 AM,09/24/2004 08:36:47 AM,09/24/2004 08:37:01 AM,09/24/2004 08:38:31 AM,09/24/2004 08:42:18 AM,,,Other,09/24/2004 08:45:42 AM,1600 Block of 18TH ST,SF,94107,B03,A3,2456,3,3,3,false,,1,TRUCK,2,10,10,Potrero Hill,"(37.7623498926454, -122.399419936094)",042680072-T07
030470243,E02,03013598,Structure Fire,02/16/2003,02/16/2003,02/16/2003 03:28:57 PM,02/16/2003 03:28:57 PM,02/16/2003 03:30:14 PM,02/16/2003 03:31:42 PM,02/16/2003 03:31:49 PM,,,Other,02/16/2003 03:31:58 PM,BROADWAY/GRANT AV,SF,94133,B01,02,1311,3,3,3,false,,1,ENGINE,1,1,3,Chinatown,"(37.7978223016111, -122.407016164512)",030470243-E02
150741028,KM06,15028336,Medical Incident,03/15/2015,03/15/2015,03/15/2015 08:45:35 AM,03/15/2015 08:47:38 AM,03/15/2015 08:56:35 AM,03/15/2015 08:57:27 AM,03/15/2015 09:06:44 AM,03/15/2015 09:33:57 AM,03/15/2015 09:50:14 AM,Code 2 Transport,03/15/2015 10:24:56 AM,1100 Block of HOWARD ST,San Francisco,94103,B03,01,2314,2,2,2,false,Non Life-threatening,1,PRIVATE,2,2,6,South of Market,"(37.7764944808779, -122.411359138357)",150741028-KM06
110740040,B01,11024242,Alarms,03/15/2011,03/14/2011,03/15/2011 04:35:43 AM,03/15/2011 04:36:49 AM,03/15/2011 04:36:56 AM,03/15/2011 04:39:08 AM,03/15/2011 04:40:55 AM,,,Other,03/15/2011 04:49:55 AM,700 Block of BUSH ST,SF,94108,B01,02,1361,3,3,3,false,,1,CHIEF,2,1,3,Nob Hill,"(37.7900012214818, -122.409598797159)",110740040-B01
070120381,AP,07003671,Other,01/12/2007,01/12/2007,01/12/2007 09:23:28 PM,01/12/2007 09:23:29 PM,01/12/2007 09:23:29 PM,,,,,Fire,01/12/2007 09:25:08 PM,CALL BOX: SF INTERNATIONAL AIRPORT,SFO,,B09,44,6913,3,3,3,false,,1,AIRPORT,1,None,None,None,"(37.6168823239251, -122.384094238098)",070120381-AP
162050040,E06,16080780,Structure Fire,07/23/2016,07/22/2016,07/23/2016 12:15:36 AM,07/23/2016 12:15:36 AM,07/23/2016 12:16:14 AM,07/23/2016 12:17:10 AM,07/23/2016 12:18:30 AM,,,Fire,07/23/2016 12:19:46 AM,2300 Block of MARKET ST,San Francisco,94114,B05,06,5233,3,3,3,true,Alarm,1,ENGINE,1,5,8,Castro/Upper Market,"(37.7635007029742, -122.434209629009)",162050040-E06
161482349,E28,16058350,Structure Fire,05/27/2016,05/27/2016,05/27/2016 03:33:59 PM,05/27/2016 03:33:59 PM,05/27/2016 03:34:30 PM,05/27/2016 03:35:05 PM,05/27/2016 03:36:07 PM,,,Fire,05/27/2016 03:36:41 PM,POWELL ST/LOMBARD ST,San Francisco,94133,B01,28,1346,3,3,3,true,Alarm,1,ENGINE,1,1,3,North Beach,"(37.8030339003003, -122.411388528382)",161482349-E28
023130252,B01,02093000,Other,11/09/2002,11/09/2002,11/09/2002 04:12:46 PM,11/09/2002 04:15:31 PM,11/09/2002 04:16:11 PM,11/09/2002 04:22:32 PM,11/09/2002 04:26:55 PM,,,Other,11/09/2002 04:32:15 PM,300 Block of SUTTER ST,SF,94108,B01,01,1324,3,3,3,false,,1,CHIEF,1,1,3,Financial District/South Beach,"(37.7894784048694, -122.406166894053)",023130252-B01
050430313,M38,05011710,Medical Incident,02/12/2005,02/12/2005,02/12/2005 07:50:57 PM,02/12/2005 07:51:15 PM,02/12/2005 07:52:07 PM,02/12/2005 07:53:54 PM,02/12/2005 07:57:31 PM,02/12/2005 08:03:00 PM,02/12/2005 08:25:18 PM,Code 2 Transport,02/12/2005 08:39:09 PM,2500 Block of FILLMORE ST,SF,94115,B04,38,3546,2,2,2,true,,1,MEDIC,1,4,2,Pacific Heights,"(37.7929181098551, -122.434577341381)",050430313-M38
030040052,RS1,03001108,Structure Fire,01/04/2003,01/03/2003,01/04/2003 05:36:09 AM,01/04/2003 05:39:17 AM,01/04/2003 05:39:34 AM,01/04/2003 05:42:22 AM,,,,Other,01/04/2003 05:51:34 AM,2000 Block of OFARRELL ST,SF,94115,B04,05,0413,3,3,3,false,,1,RESCUE SQUAD,13,5,5,Western Addition,"(37.7825564117857, -122.43803188988)",030040052-RS1
093200082,AM02,09096819,Medical Incident,11/16/2009,11/16/2009,11/16/2009 07:59:47 AM,11/16/2009 08:00:17 AM,11/16/2009 08:02:00 AM,11/16/2009 08:02:35 AM,11/16/2009 08:09:52 AM,11/16/2009 08:23:53 AM,11/16/2009 08:36:09 AM,Code 2 Transport,11/16/2009 09:05:08 AM,3200 Block of ANZA ST,SF,94121,B07,14,7176,3,3,3,false,,1,PRIVATE,2,7,1,Outer Richmond,"(37.7782934340332, -122.482993121582)",093200082-AM02
100220317,83,10006811,Medical Incident,01/22/2010,01/22/2010,01/22/2010 08:14:45 PM,01/22/2010 08:14:45 PM,01/22/2010 08:15:59 PM,01/22/2010 08:16:04 PM,01/22/2010 08:25:47 PM,01/22/2010 08:49:13 PM,01/22/2010 08:58:46 PM,Code 2 Transport,01/22/2010 09:25:07 PM,1400 Block of MCALLISTER ST,SF,94115,B05,05,3642,2,2,2,true,,1,MEDIC,1,5,5,Western Addition,"(37.7781638388054, -122.435885318986)",100220317-83
082920269,RC1,08089704,Medical Incident,10/18/2008,10/18/2008,10/18/2008 05:40:58 PM,10/18/2008 05:40:58 PM,10/18/2008 05:40:58 PM,,,,,Other,10/18/2008 06:27:54 PM,500 Block of SANSOME ST,SF,94111,B01,13,1211,2,2,2,true,,1,RESCUE CAPTAIN,2,1,3,Chinatown,"(37.7950816340984, -122.401466633715)",082920269-RC1
073460245,B04,07099445,HazMat,12/12/2007,12/12/2007,12/12/2007 04:06:25 PM,12/12/2007 04:06:40 PM,12/12/2007 04:07:57 PM,12/12/2007 04:09:37 PM,,,,Other,12/12/2007 04:12:12 PM,MCALLISTER ST/HYDE ST,SF,94102,B02,03,1553,3,3,3,false,,1,CHIEF,9,2,6,Tenderloin,"(37.7807191768764, -122.415315616471)",073460245-B04
051830169,E17,05048883,Gas Leak (Natural and LP Gases),07/02/2005,07/02/2005,07/02/2005 01:36:38 PM,07/02/2005 01:38:25 PM,07/02/2005 01:38:40 PM,07/02/2005 01:39:24 PM,07/02/2005 01:40:33 PM,,,Other,07/02/2005 01:45:32 PM,1100 Block of OAKDALE AVE,SF,94124,B10,17,6572,3,3,3,true,,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7298790936901, -122.382178424141)",051830169-E17
180963728,68,18041044,Traffic Collision,04/06/2018,04/06/2018,04/06/2018 10:26:38 PM,04/06/2018 10:26:38 PM,04/06/2018 10:26:59 PM,04/06/2018 10:27:09 PM,04/06/2018 10:37:34 PM,,,Patient Declined Transport,04/06/2018 11:14:21 PM,POLK ST/TURK ST,San Francisco,94102,B02,03,3114,B,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,"(37.782169269196295, -122.4189932746367)",180963728-68
071350051,E08,07038705,Medical Incident,05/15/2007,05/14/2007,05/15/2007 06:32:00 AM,05/15/2007 06:33:45 AM,05/15/2007 06:34:17 AM,,,,,Other,05/15/2007 06:35:24 AM,200 Block of 6TH ST,SF,94103,B03,01,2252,3,3,3,true,,1,ENGINE,3,3,6,South of Market,"(37.7794880680759, -122.40694292477)",071350051-E08
150461690,83,15017894,Medical Incident,02/15/2015,02/15/2015,02/15/2015 12:46:10 PM,02/15/2015 12:46:10 PM,02/15/2015 12:46:31 PM,02/15/2015 12:46:59 PM,02/15/2015 12:51:44 PM,02/15/2015 01:08:35 PM,02/15/2015 01:19:51 PM,Code 2 Transport,02/15/2015 01:51:53 PM,1000 Block of OCEAN AVE,San Francisco,94112,B09,15,8224,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,7,West of Twin Peaks,"(37.7234296370586, -122.453582402345)",150461690-83
010100005,RC4,01002978,Medical Incident,01/10/2001,01/09/2001,01/10/2001 12:27:16 AM,01/10/2001 12:28:57 AM,01/10/2001 12:29:05 AM,,01/10/2001 12:38:34 AM,01/10/2001 12:59:45 AM,,Other,01/10/2001 01:30:12 AM,400 Block of ARCH ST,SF,94132,B09,33,8444,3,3,3,true,,1,RESCUE CAPTAIN,2,9,11,Oceanview/Merced/Ingleside,"(37.7187894867461, -122.467075645919)",010100005-RC4
173040777,53,17127931,Medical Incident,10/31/2017,10/31/2017,10/31/2017 08:20:35 AM,10/31/2017 08:25:38 AM,10/31/2017 08:26:08 AM,10/31/2017 08:26:14 AM,,,,No Merit,10/31/2017 08:31:18 AM,800 Block of IRVING ST,San Francisco,94122,B08,22,7345,2,3,3,true,Potentially Life-Threatening,1,MEDIC,2,7,5,Inner Sunset,"(37.76406828417439, -122.46685074774368)",173040777-53
080680021,E03,08021042,Structure Fire,03/08/2008,03/07/2008,03/08/2008 01:31:45 AM,03/08/2008 01:32:43 AM,03/08/2008 01:32:59 AM,,03/08/2008 01:35:56 AM,,,Other,03/08/2008 01:41:48 AM,300 Block of LEAVENWORTH ST,SF,94109,B02,03,1545,3,3,3,false,,1,ENGINE,1,2,6,Tenderloin,"(37.784181762981, -122.414404220696)",080680021-E03
172923873,B02,17123061,Alarms,10/19/2017,10/19/2017,10/19/2017 11:14:07 PM,10/19/2017 11:17:14 PM,10/19/2017 11:17:38 PM,10/19/2017 11:19:41 PM,10/19/2017 11:22:30 PM,,,Fire,10/19/2017 11:27:57 PM,600 Block of TURK ST,San Francisco,94102,B02,03,3114,3,3,3,false,Alarm,1,CHIEF,3,2,6,Tenderloin,"(37.78211925951735, -122.41982667818722)",172923873-B02
